,customer_id,join_date,subscription_plan,payment_method,region,age,gender,churned,date_of_last_login,days_since_last_login,tenure_days
330,331,2022-05-02,Basic,PayPal,East,46,Female,0,2023-12-07,24,608
331,332,2023-03-10,Premium,PayPal,North,26,Female,0,2023-12-04,27,296
332,333,2021-09-28,Basic,Debit,West,29,Prefer not to answer,1,2021-11-07,784,40
333,334,2020-05-05,Basic,Credit Card,South,21,Prefer not to answer,0,2023-12-26,5,1335
334,335,2021-06-15,Basic,Debit,South,67,Female,0,2023-12-03,28,929
335,336,2020-12-04,Basic,PayPal,South,46,Male,0,2023-12-23,8,1122
336,337,2022-05-31,Premium,Credit Card,West,41,Female,1,2023-02-20,314,265
337,338,2021-03-23,Basic,Debit,South,55,Prefer not to answer,0,2023-12-22,9,1013
338,339,2023-11-03,Premium,Credit Card,East,24,Male,1,2023-12-19,12,46
339,340,2020-12-08,Basic,Credit Card,East,56,Female,0,2023-12-04,27,1118
340,341,2022-01-17,Premium,PayPal,East,40,Female,1,2023-12-28,3,710
341,342,2021-12-08,Premium,Debit,West,36,Prefer not to answer,0,2023-12-20,11,753
342,343,2020-12-23,Free,Credit Card,North,35,Male,0,2023-12-08,23,1103
343,344,2021-11-03,Premium,Debit,South,53,Male,0,2023-12-03,28,788
344,345,2022-10-21,Basic,Debit,West,59,Prefer not to answer,0,2023-12-08,23,436
345,346,2022-05-02,Premium,Debit,East,41,Female,0,2023-12-27,4,608
346,347,2021-08-14,Basic,Debit,East,30,Female,1,2023-02-16,318,551
347,348,2021-09-04,Premium,PayPal,West,53,Female,0,2023-12-10,21,848
348,349,2021-07-13,Basic,Credit Card,East,25,Prefer not to answer,0,2023-12-27,4,901
349,350,2022-11-22,Basic,Credit Card,South,43,Prefer not to answer,1,2023-07-21,163,241
350,351,2021-05-17,Free,Credit Card,North,51,Female,1,2022-02-13,686,272
351,352,2023-12-15,Basic,PayPal,South,47,Male,0,2023-12-31,0,16
352,353,2021-12-18,Basic,PayPal,North,47,Female,0,2023-12-24,7,743
353,354,2022-12-02,Premium,PayPal,North,41,Female,0,2023-12-05,26,394
354,355,2023-12-27,Basic,PayPal,East,39,Prefer not to answer,0,2023-12-22,9,4
355,356,2023-08-10,Basic,Credit Card,North,47,Male,1,2023-10-18,74,69
356,357,2021-04-04,Basic,PayPal,South,60,Prefer not to answer,0,2023-12-20,11,1001
357,358,2020-07-23,Basic,Debit,East,51,Male,0,2023-12-21,10,1256
358,359,2021-08-06,Premium,Credit Card,North,69,Prefer not to answer,0,2023-12-27,4,877
359,360,2020-05-09,Premium,Debit,East,27,Female,0,2023-12-14,17,1331
360,361,2022-06-16,Premium,PayPal,North,55,Male,1,2022-07-19,530,33
361,362,2021-09-06,Basic,Debit,South,37,Female,0,2023-12-26,5,846
362,363,2020-06-10,Premium,PayPal,South,34,Female,0,2023-12-06,25,1299
363,364,2021-09-04,Free,Credit Card,South,28,Female,0,2023-12-05,26,848
364,365,2023-06-05,Premium,Debit,South,60,Prefer not to answer,0,2023-12-03,28,209
365,366,2020-06-14,Premium,Debit,North,65,Prefer not to answer,0,2023-12-03,28,1295
366,367,2023-06-29,Premium,Credit Card,West,39,Prefer not to answer,0,2023-12-25,6,185
367,368,2021-08-15,Premium,Credit Card,East,36,Prefer not to answer,0,2023-12-01,30,868
368,369,2020-03-10,Premium,Debit,West,25,Female,0,2023-12-26,5,1391
369,370,2021-02-25,Basic,Debit,West,38,Prefer not to answer,0,2023-12-16,15,1039
370,371,2023-04-09,Basic,PayPal,West,33,Male,1,2023-05-03,242,24
371,372,2023-02-17,Basic,Debit,West,30,Prefer not to answer,0,2023-12-19,12,317
372,373,2020-02-16,Free,Credit Card,East,32,Female,1,2022-12-01,395,1019
373,374,2020-03-28,Basic,Credit Card,South,25,Male,0,2023-12-05,26,1373
374,375,2020-07-23,Premium,PayPal,West,25,Female,0,2023-12-17,14,1256
375,376,2020-10-17,Premium,Debit,South,43,Male,0,2023-12-28,3,1170
376,377,2020-08-18,Premium,Debit,North,66,Female,0,2023-12-11,20,1230
377,378,2023-08-01,Premium,PayPal,East,27,Female,0,2023-12-08,23,152
378,379,2023-07-04,Premium,Credit Card,South,53,Male,0,2023-12-10,21,180
379,380,2020-03-10,Free,PayPal,East,43,Male,0,2023-12-08,23,1391
380,381,2021-09-23,Free,Debit,West,68,Prefer not to answer,0,2023-12-12,19,829
381,382,2020-07-11,Free,Credit Card,West,69,Male,1,2023-09-22,100,1168
382,383,2023-02-26,Premium,Debit,East,20,Female,0,2023-12-16,15,308
383,384,2023-09-23,Free,PayPal,East,23,Male,0,2023-12-31,0,99
384,385,2022-02-28,Basic,PayPal,South,54,Male,1,2022-07-19,530,141
385,386,2023-12-12,Basic,Debit,East,18,Female,0,2023-12-06,25,19
386,387,2021-02-20,Basic,Debit,East,49,Female,0,2023-12-17,14,1044
387,388,2020-12-30,Basic,PayPal,North,31,Male,0,2023-12-04,27,1096
388,389,2022-08-17,Basic,PayPal,South,58,Prefer not to answer,0,2023-12-19,12,501
389,390,2021-04-11,Premium,Debit,South,57,Female,0,2023-12-21,10,994
390,391,2021-11-25,Premium,Credit Card,South,30,Male,0,2023-12-02,29,766
391,392,2023-01-29,Premium,Debit,West,25,Male,0,2023-12-04,27,336
392,393,2023-11-04,Free,Credit Card,West,68,Prefer not to answer,1,2023-11-19,42,15
393,394,2021-10-24,Free,Debit,West,60,Prefer not to answer,0,2023-12-07,24,798
394,395,2023-01-24,Basic,PayPal,North,59,Female,0,2023-12-11,20,341
395,396,2021-07-06,Premium,PayPal,West,48,Prefer not to answer,0,2023-12-09,22,908
396,397,2021-05-08,Basic,Debit,South,30,Female,0,2023-12-24,7,967
397,398,2021-12-19,Basic,Credit Card,West,64,Female,1,2022-10-02,455,287
398,399,2022-08-22,Basic,Credit Card,West,66,Female,1,2023-06-22,192,304
399,400,2021-05-06,Premium,PayPal,North,38,Female,0,2023-12-31,0,969
400,401,2023-03-29,Basic,PayPal,East,53,Female,0,2023-12-31,0,277
401,402,2021-02-14,Basic,Debit,East,50,Male,1,2023-12-21,10,1040
402,403,2020-04-15,Premium,Credit Card,East,54,Male,0,2023-12-29,2,1355
403,404,2023-10-11,Premium,Credit Card,South,52,Prefer not to answer,1,2023-10-26,66,15
404,405,2020-11-18,Premium,Debit,West,50,Male,0,2023-12-14,17,1138
405,406,2020-08-22,Free,PayPal,East,54,Prefer not to answer,0,2023-12-10,21,1226
406,407,2023-01-06,Basic,PayPal,South,18,Female,1,2023-01-25,340,19
407,408,2022-03-03,Basic,Credit Card,North,37,Female,0,2023-12-02,29,668
408,409,2020-12-11,Premium,PayPal,East,46,Male,0,2023-12-13,18,1115
409,410,2022-12-25,Basic,Credit Card,West,39,Female,0,2023-12-02,29,371
410,411,2023-07-04,Free,PayPal,North,68,Female,0,2023-12-14,17,180
411,412,2022-06-25,Premium,Credit Card,East,42,Male,1,2022-11-14,412,142
412,413,2022-07-27,Free,Credit Card,South,20,Female,0,2023-12-13,18,522
413,414,2020-11-15,Free,Debit,North,62,Male,0,2023-12-04,27,1141
414,415,2022-02-17,Basic,Credit Card,West,33,Male,0,2023-12-01,30,682
415,416,2023-03-26,Premium,Debit,East,21,Male,1,2023-10-31,61,219
416,417,2023-11-30,Basic,Debit,South,39,Prefer not to answer,1,2023-12-11,20,11
417,418,2022-06-16,Basic,Credit Card,North,59,Female,0,2023-12-12,19,563
418,419,2020-05-26,Basic,PayPal,South,33,Prefer not to answer,0,2023-12-11,20,1314
419,420,2020-07-27,Basic,Credit Card,South,63,Prefer not to answer,0,2023-12-28,3,1252
420,421,2022-02-23,Free,Credit Card,South,69,Female,0,2023-12-26,5,676
421,422,2021-10-29,Premium,PayPal,West,33,Male,0,2023-12-07,24,793
422,423,2021-05-19,Free,Debit,North,44,Prefer not to answer,0,2023-12-01,30,956
423,424,2021-12-28,Premium,Credit Card,North,54,Male,1,2023-10-15,77,656
424,425,2021-06-24,Premium,Debit,West,40,Male,1,2023-12-14,17,903
425,426,2020-01-21,Basic,Credit Card,West,20,Prefer not to answer,0,2023-12-12,19,1440
426,427,2022-05-20,Premium,Credit Card,East,45,Male,1,2023-04-01,274,316
427,428,2021-07-31,Premium,Credit Card,East,24,Female,0,2023-12-26,5,883
428,429,2020-03-06,Basic,PayPal,West,69,Prefer not to answer,1,2023-07-16,168,1227
429,430,2023-10-28,Basic,Credit Card,South,58,Prefer not to answer,1,2023-11-27,34,30
430,431,2021-02-25,Basic,Debit,South,58,Prefer not to answer,0,2023-12-29,2,1039
431,432,2021-10-08,Basic,Credit Card,East,65,Female,0,2023-12-07,24,814
432,433,2023-09-13,Free,PayPal,South,31,Female,1,2023-10-28,64,45
433,434,2021-06-19,Basic,Debit,North,67,Male,1,2021-12-28,733,192
434,435,2023-03-02,Premium,PayPal,North,42,Prefer not to answer,0,2023-12-23,8,304
435,436,2022-02-07,Basic,Credit Card,South,64,Female,0,2023-12-11,20,692
436,437,2022-06-22,Basic,Credit Card,West,42,Female,0,2023-12-17,14,557
437,438,2020-09-19,Premium,Credit Card,North,61,Male,0,2023-12-15,16,1198
438,439,2021-03-21,Basic,PayPal,West,48,Female,0,2023-12-09,22,1015
439,440,2021-03-14,Premium,Credit Card,West,26,Prefer not to answer,0,2023-12-01,30,1022
440,441,2022-08-27,Premium,Debit,South,43,Female,1,2022-12-19,377,114
441,442,2022-10-05,Premium,PayPal,North,34,Prefer not to answer,0,2023-12-14,17,452
442,443,2022-09-02,Basic,Credit Card,West,42,Female,0,2023-12-11,20,485
443,444,2020-07-03,Free,Debit,East,51,Male,0,2023-12-10,21,1276
444,445,2023-04-13,Free,PayPal,South,60,Female,0,2023-12-19,12,262
445,446,2022-07-18,Basic,Credit Card,East,64,Female,0,2023-12-10,21,531
446,447,2021-12-01,Basic,PayPal,East,45,Female,0,2023-12-25,6,760
447,448,2020-11-14,Free,PayPal,West,62,Female,0,2023-12-14,17,1142
448,449,2021-05-17,Premium,Debit,North,68,Female,0,2023-12-22,9,958
449,450,2023-06-13,Premium,Debit,North,53,Prefer not to answer,0,2023-12-08,23,201
450,451,2022-02-23,Premium,Credit Card,North,40,Male,0,2023-12-10,21,676
451,452,2020-03-13,Basic,Debit,West,49,Prefer not to answer,0,2023-12-07,24,1388
452,453,2023-10-13,Premium,PayPal,West,57,Male,0,2023-12-29,2,79
453,454,2021-06-06,Free,Debit,West,37,Male,0,2023-12-10,21,938
454,455,2023-09-29,Premium,Credit Card,East,34,Male,0,2023-12-19,12,93
455,456,2020-01-20,Basic,Credit Card,West,40,Male,0,2023-12-20,11,1441
456,457,2020-04-08,Basic,PayPal,East,52,Female,0,2023-12-14,17,1362
457,458,2023-08-28,Free,Debit,North,61,Female,1,2023-09-29,93,32
458,459,2020-03-04,Basic,Credit Card,South,65,Prefer not to answer,0,2023-12-27,4,1397
459,460,2020-03-18,Premium,Debit,West,21,Female,0,2023-12-27,4,1383
460,461,2021-11-04,Premium,Debit,East,18,Male,0,2023-12-14,17,787
461,462,2022-09-01,Free,Credit Card,South,50,Female,0,2023-12-15,16,486
462,463,2022-03-09,Basic,PayPal,South,28,Female,0,2023-12-31,0,662
463,464,2020-01-15,Free,Credit Card,East,41,Female,1,2022-07-26,523,923
464,465,2020-07-03,Basic,Debit,South,27,Female,0,2023-12-06,25,1276
465,466,2020-05-23,Free,PayPal,South,35,Female,1,2023-06-22,192,1125
466,467,2022-10-25,Free,PayPal,East,42,Male,1,2023-12-28,3,429
467,468,2023-10-05,Premium,Debit,East,38,Prefer not to answer,0,2023-12-27,4,87
468,469,2021-05-03,Free,PayPal,North,34,Female,0,2023-12-02,29,972
469,470,2021-10-06,Free,Credit Card,North,55,Male,0,2023-12-22,9,816
470,471,2022-12-26,Basic,Credit Card,East,40,Prefer not to answer,0,2023-12-26,5,370
471,472,2021-02-27,Premium,Credit Card,East,49,Prefer not to answer,0,2023-12-27,4,1037
472,473,2022-04-15,Basic,Debit,South,51,Female,0,2023-12-03,28,625
473,474,2023-03-10,Free,Credit Card,West,34,Male,1,2023-07-16,168,128
474,475,2021-07-01,Premium,Debit,West,18,Prefer not to answer,0,2023-12-02,29,913
475,476,2023-09-21,Basic,Credit Card,South,30,Female,1,2023-12-23,8,93
476,477,2020-08-12,Premium,PayPal,West,61,Prefer not to answer,0,2023-12-03,28,1236
477,478,2020-10-09,Basic,Debit,East,26,Female,0,2023-12-31,0,1178
478,479,2020-02-12,Free,Credit Card,East,28,Male,0,2023-12-18,13,1418
479,480,2022-04-17,Basic,Debit,North,26,Female,0,2023-12-09,22,623
480,481,2022-01-07,Basic,Credit Card,North,39,Male,0,2023-12-08,23,723
481,482,2021-05-18,Basic,PayPal,East,41,Female,0,2023-12-30,1,957
482,483,2022-11-29,Premium,Credit Card,West,40,Prefer not to answer,0,2023-12-20,11,397
483,484,2023-01-31,Premium,Debit,North,32,Prefer not to answer,0,2023-12-25,6,334
484,485,2020-10-14,Basic,PayPal,North,52,Male,0,2023-12-09,22,1173
485,486,2023-12-25,Premium,Debit,South,54,Female,1,2024-01-04,-4,10
486,487,2020-10-08,Basic,PayPal,East,31,Male,0,2023-12-24,7,1179
487,488,2023-03-06,Basic,Credit Card,East,25,Prefer not to answer,0,2023-12-26,5,300
488,489,2022-06-27,Basic,Credit Card,West,40,Female,1,2023-10-22,70,482
489,490,2023-06-22,Premium,Debit,West,25,Female,0,2023-12-11,20,192
490,491,2022-01-18,Premium,Credit Card,East,39,Male,0,2023-12-06,25,712
491,492,2020-08-07,Free,Credit Card,North,39,Female,0,2023-12-27,4,1241
492,493,2020-11-30,Basic,PayPal,East,58,Prefer not to answer,0,2023-12-20,11,1126
493,494,2022-09-03,Basic,Debit,North,64,Prefer not to answer,1,2023-04-08,267,217
494,495,2020-04-09,Basic,Debit,North,57,Prefer not to answer,1,2021-02-03,1061,300
495,496,2021-03-05,Basic,PayPal,North,22,Female,1,2023-02-19,315,716
496,497,2020-06-04,Premium,PayPal,North,59,Prefer not to answer,0,2023-12-10,21,1305
497,498,2023-10-25,Basic,Debit,North,18,Male,0,2023-12-26,5,67
498,499,2021-11-03,Basic,PayPal,South,48,Male,0,2023-12-17,14,788
499,500,2023-05-15,Free,PayPal,East,59,Female,0,2023-12-05,26,230
500,501,2023-09-06,Basic,Debit,South,65,Female,0,2023-12-27,4,116
501,502,2020-01-18,Basic,PayPal,East,23,Prefer not to answer,1,2020-02-19,1411,32
502,503,2020-02-26,Basic,Credit Card,North,38,Prefer not to answer,0,2023-12-03,28,1404
503,504,2020-05-24,Basic,Credit Card,North,46,Prefer not to answer,1,2022-09-25,462,854
504,505,2020-08-31,Basic,Debit,East,66,Prefer not to answer,0,2023-12-28,3,1217
505,506,2023-06-13,Basic,Credit Card,West,39,Male,0,2023-12-10,21,201
506,507,2020-07-04,Basic,PayPal,East,57,Prefer not to answer,1,2020-10-28,1159,116
507,508,2020-09-27,Basic,Debit,North,34,Male,0,2023-12-29,2,1190
508,509,2021-04-28,Premium,Credit Card,North,65,Prefer not to answer,0,2023-12-24,7,977
509,510,2020-04-06,Premium,Debit,North,67,Prefer not to answer,0,2023-12-04,27,1364
510,511,2023-05-14,Premium,PayPal,North,54,Female,0,2023-12-15,16,231
511,512,2022-07-18,Premium,Credit Card,North,52,Male,0,2023-12-18,13,531
512,513,2021-02-25,Basic,Debit,West,42,Prefer not to answer,0,2023-12-04,27,1039
513,514,2023-04-03,Premium,PayPal,East,28,Male,1,2023-09-13,109,163
514,515,2023-06-18,Basic,Credit Card,East,36,Male,0,2023-12-11,20,196
515,516,2021-10-10,Basic,Debit,North,68,Male,0,2023-12-01,30,812
516,517,2020-02-20,Premium,Credit Card,West,43,Male,1,2022-12-19,377,1033
517,518,2020-06-19,Premium,Debit,West,51,Male,1,2023-06-16,198,1092
518,519,2022-12-26,Free,Credit Card,West,19,Prefer not to answer,0,2023-12-01,30,370
519,520,2021-04-30,Premium,PayPal,West,20,Prefer not to answer,1,2022-02-28,671,304
520,521,2020-05-25,Basic,PayPal,West,31,Female,0,2023-12-04,27,1315
521,522,2021-03-18,Basic,PayPal,North,66,Female,1,2021-08-11,872,146
522,523,2021-06-05,Premium,Credit Card,East,34,Male,0,2023-12-30,1,939
523,524,2023-11-01,Basic,PayPal,North,43,Prefer not to answer,1,2023-12-20,11,49
524,525,2020-04-03,Basic,Credit Card,South,28,Female,0,2023-12-18,13,1367
525,526,2021-12-14,Basic,Debit,East,45,Male,1,2023-02-15,319,428
526,527,2023-08-23,Premium,Debit,East,38,Female,0,2023-12-17,14,130
527,528,2023-05-18,Basic,Debit,East,59,Female,1,2023-09-22,100,127
528,529,2023-02-07,Free,Credit Card,West,31,Male,1,2023-07-10,174,153
529,530,2023-01-07,Premium,PayPal,East,30,Prefer not to answer,0,2023-12-06,25,358
530,531,2023-10-20,Free,PayPal,East,55,Prefer not to answer,1,2023-12-18,13,59
531,532,2021-05-25,Free,Credit Card,North,58,Female,0,2023-12-11,20,950
532,533,2021-01-30,Basic,PayPal,South,68,Male,1,2023-12-13,18,1047
533,534,2022-11-11,Basic,PayPal,West,54,Male,0,2023-12-30,1,415
534,535,2023-02-26,Basic,Debit,East,18,Female,1,2023-04-08,267,41
535,536,2021-12-30,Premium,Debit,West,66,Female,0,2023-12-11,20,731
536,537,2022-06-29,Basic,PayPal,East,30,Male,0,2023-12-17,14,550
537,538,2023-07-10,Premium,PayPal,North,30,Female,0,2023-12-11,20,174
538,539,2022-10-10,Basic,Credit Card,West,59,Female,1,2022-11-13,413,34
539,540,2021-03-11,Premium,Debit,North,58,Male,0,2023-12-25,6,1025
540,541,2020-11-04,Free,Credit Card,East,59,Female,0,2023-12-24,7,1152
541,542,2021-09-01,Premium,Debit,South,40,Male,0,2023-12-12,19,851
542,543,2021-09-03,Premium,PayPal,South,40,Female,0,2023-12-14,17,849
543,544,2020-01-24,Basic,PayPal,East,35,Male,1,2023-04-06,269,1168
544,545,2022-09-29,Free,PayPal,East,26,Female,1,2022-12-30,366,92
545,546,2022-08-22,Basic,Debit,North,42,Male,0,2023-12-27,4,496
546,547,2023-01-04,Free,PayPal,South,23,Prefer not to answer,0,2023-12-30,1,361
547,548,2021-03-17,Basic,Debit,South,32,Female,1,2021-06-19,925,94
548,549,2021-03-17,Basic,Credit Card,North,59,Male,1,2021-12-02,759,260
549,550,2022-11-08,Premium,Debit,West,31,Male,0,2023-12-06,25,418
550,551,2022-08-14,Basic,Credit Card,East,47,Prefer not to answer,0,2023-12-13,18,504
551,552,2022-04-19,Basic,Debit,East,20,Prefer not to answer,0,2023-12-21,10,621
552,553,2021-03-30,Basic,Credit Card,West,64,Female,0,2023-12-20,11,1006
553,554,2023-09-23,Premium,Debit,East,69,Female,1,2023-12-08,23,76
554,555,2022-03-26,Basic,Debit,South,57,Female,0,2023-12-06,25,645
555,556,2023-12-23,Basic,Debit,North,60,Prefer not to answer,1,2024-01-02,-2,10
556,557,2023-03-20,Basic,Credit Card,South,29,Female,0,2023-12-08,23,286
557,558,2023-07-20,Basic,Debit,South,48,Female,0,2023-12-15,16,164
558,559,2020-06-08,Premium,PayPal,East,61,Male,1,2023-03-05,301,1000
559,560,2022-10-19,Premium,PayPal,South,39,Prefer not to answer,0,2023-12-04,27,438
560,561,2023-05-17,Basic,Debit,South,21,Female,0,2023-12-15,16,228
561,562,2020-03-31,Premium,Debit,East,67,Female,0,2023-12-04,27,1370
562,563,2023-12-17,Basic,Credit Card,East,35,Male,1,2023-12-29,2,12
563,564,2020-12-23,Free,Debit,West,24,Female,0,2023-12-06,25,1103
564,565,2023-06-07,Basic,PayPal,East,19,Female,0,2023-12-16,15,207
565,566,2023-08-25,Basic,Debit,North,20,Male,0,2023-12-19,12,128
566,567,2022-10-07,Premium,PayPal,East,56,Prefer not to answer,0,2023-12-03,28,450
567,568,2021-01-11,Basic,PayPal,East,60,Prefer not to answer,1,2023-01-07,358,726
568,569,2022-07-22,Free,PayPal,East,22,Prefer not to answer,0,2023-12-30,1,527
569,570,2022-11-11,Premium,Credit Card,East,41,Male,0,2023-12-03,28,415
570,571,2021-07-22,Free,PayPal,North,64,Male,0,2023-12-12,19,892
571,572,2021-05-05,Premium,PayPal,South,64,Female,0,2023-12-27,4,970
572,573,2023-09-07,Premium,Credit Card,West,46,Prefer not to answer,0,2023-12-05,26,115
573,574,2023-11-18,Premium,Credit Card,North,40,Prefer not to answer,1,2023-12-04,27,16
574,575,2022-03-12,Free,Debit,West,67,Male,0,2023-12-16,15,659
575,576,2021-06-12,Basic,PayPal,West,33,Female,0,2023-12-03,28,932
576,577,2022-04-05,Premium,Credit Card,East,22,Male,1,2022-11-20,406,229
577,578,2023-09-12,Basic,Debit,East,18,Male,0,2023-12-27,4,110
578,579,2022-12-12,Basic,Credit Card,West,20,Female,0,2023-12-20,11,384
579,580,2020-03-25,Premium,Debit,North,67,Prefer not to answer,0,2023-12-02,29,1376
580,581,2022-04-24,Premium,Debit,East,47,Prefer not to answer,0,2023-12-21,10,616
581,582,2021-12-23,Premium,Credit Card,East,63,Female,0,2023-12-25,6,738
582,583,2022-10-21,Free,Credit Card,East,42,Male,0,2023-12-11,20,436
583,584,2021-01-03,Premium,Debit,West,44,Female,0,2023-12-03,28,1092
584,585,2022-12-22,Free,PayPal,South,59,Prefer not to answer,0,2023-12-08,23,374
585,586,2022-09-22,Free,PayPal,North,40,Prefer not to answer,0,2023-12-10,21,465
586,587,2021-10-09,Premium,Debit,South,42,Male,0,2023-12-10,21,813
587,588,2021-09-15,Basic,Debit,North,42,Female,0,2023-12-27,4,837
588,589,2023-11-02,Basic,Debit,East,38,Prefer not to answer,1,2023-11-12,49,10
589,590,2021-09-14,Basic,Debit,South,40,Male,0,2023-12-19,12,838
590,591,2020-01-09,Premium,Debit,South,33,Female,0,2023-12-07,24,1452
591,592,2023-02-24,Premium,Credit Card,West,39,Male,1,2023-07-02,182,128
592,593,2022-08-11,Premium,Credit Card,West,30,Prefer not to answer,1,2023-07-06,178,329
593,594,2022-02-02,Premium,Debit,North,32,Male,1,2022-07-28,521,176
594,595,2023-10-08,Free,PayPal,South,34,Female,1,2023-12-12,19,65
595,596,2020-12-23,Basic,Debit,South,35,Male,1,2022-10-11,446,657
596,597,2022-09-07,Basic,PayPal,North,33,Female,1,2023-07-23,161,319
597,598,2022-07-15,Basic,PayPal,East,45,Prefer not to answer,0,2023-12-06,25,534
598,599,2021-05-30,Free,Debit,West,48,Female,0,2023-12-18,13,945
599,600,2021-12-13,Free,PayPal,West,51,Male,0,2023-12-16,15,748
600,601,2022-09-17,Premium,PayPal,East,46,Male,0,2023-12-18,13,470
601,602,2021-08-08,Basic,PayPal,North,61,Prefer not to answer,0,2023-12-19,12,875
602,603,2023-03-08,Basic,Credit Card,East,54,Female,0,2023-12-11,20,298
603,604,2021-03-13,Free,Credit Card,South,36,Male,1,2023-06-01,213,810
604,605,2023-11-20,Basic,Credit Card,West,35,Prefer not to answer,1,2023-12-13,18,23
605,606,2021-06-23,Premium,PayPal,North,62,Female,0,2023-12-29,2,921
606,607,2021-01-13,Free,PayPal,South,52,Male,0,2023-12-20,11,1082
607,608,2023-09-02,Basic,Debit,West,60,Prefer not to answer,1,2023-10-25,67,53
608,609,2021-05-26,Free,Credit Card,West,38,Female,0,2023-12-27,4,949
609,610,2020-12-25,Basic,PayPal,North,64,Male,0,2023-12-03,28,1101
610,611,2020-09-12,Basic,PayPal,North,48,Prefer not to answer,1,2020-12-21,1105,100
611,612,2021-08-21,Basic,Debit,North,58,Prefer not to answer,1,2023-02-15,319,543
612,613,2023-05-21,Basic,Debit,South,64,Male,1,2023-10-03,89,135
613,614,2021-03-03,Premium,Debit,South,68,Female,0,2023-12-07,24,1033
614,615,2020-04-29,Premium,Credit Card,West,23,Male,0,2023-12-14,17,1341
615,616,2023-04-02,Premium,PayPal,West,48,Male,1,2023-05-14,231,42
616,617,2021-05-26,Free,Debit,South,38,Prefer not to answer,0,2023-12-04,27,949
617,618,2022-11-18,Basic,Debit,West,35,Prefer not to answer,0,2023-12-12,19,408
618,619,2020-04-25,Premium,Credit Card,North,50,Male,0,2023-12-24,7,1345
619,620,2020-10-02,Free,Credit Card,West,55,Male,0,2023-12-12,19,1185
620,621,2020-06-01,Premium,Credit Card,West,27,Female,0,2023-12-08,23,1308
621,622,2023-09-28,Premium,PayPal,South,58,Male,1,2023-12-14,17,77
622,623,2022-12-28,Premium,PayPal,North,42,Prefer not to answer,0,2023-12-13,18,368
623,624,2020-08-19,Basic,Debit,North,22,Female,0,2023-12-07,24,1229
624,625,2021-10-23,Basic,Debit,East,41,Female,1,2022-06-15,564,235
625,626,2021-05-14,Premium,PayPal,West,35,Female,0,2023-12-27,4,961
626,627,2020-11-05,Free,Debit,South,35,Male,0,2023-12-08,23,1151
627,628,2022-03-30,Basic,Debit,South,69,Prefer not to answer,0,2023-12-05,26,641
628,629,2020-04-26,Premium,PayPal,West,21,Female,1,2023-04-30,245,1099
629,630,2022-01-01,Premium,Credit Card,South,23,Female,0,2023-12-24,7,729
630,631,2021-12-25,Free,Credit Card,South,40,Female,0,2023-12-16,15,736
631,632,2021-11-06,Basic,Debit,West,69,Prefer not to answer,0,2023-12-13,18,785
632,633,2023-11-10,Premium,Debit,North,28,Female,0,2023-12-23,8,51
633,634,2021-07-17,Premium,Debit,South,57,Female,1,2022-10-15,442,455
634,635,2023-01-07,Basic,Debit,West,69,Male,1,2023-10-30,62,296
635,636,2023-05-18,Basic,Credit Card,South,18,Male,0,2023-12-06,25,227
636,637,2023-03-22,Basic,Credit Card,South,66,Prefer not to answer,0,2023-12-29,2,284
637,638,2020-04-10,Basic,Credit Card,South,20,Prefer not to answer,0,2023-12-20,11,1360
638,639,2023-02-02,Basic,PayPal,North,33,Female,1,2023-11-27,34,298
639,640,2023-03-13,Basic,Credit Card,North,27,Prefer not to answer,1,2023-10-11,81,212
640,641,2021-12-22,Premium,Credit Card,North,21,Female,1,2022-11-26,400,339
641,642,2020-09-25,Basic,Credit Card,North,45,Male,0,2023-12-02,29,1192
642,643,2021-08-02,Basic,Credit Card,East,19,Male,0,2023-12-22,9,881
643,644,2020-05-24,Basic,Debit,South,53,Prefer not to answer,0,2023-12-22,9,1316
644,645,2022-03-29,Premium,Credit Card,West,37,Prefer not to answer,1,2023-09-09,113,529
645,646,2021-03-28,Basic,Debit,South,31,Prefer not to answer,0,2023-12-14,17,1008
646,647,2022-01-03,Basic,PayPal,North,33,Female,0,2023-12-06,25,727
647,648,2021-04-15,Basic,Debit,North,51,Male,0,2023-12-20,11,990
648,649,2020-12-30,Premium,Credit Card,North,36,Female,1,2022-02-23,676,420
649,650,2022-05-27,Premium,PayPal,North,34,Prefer not to answer,0,2023-12-11,20,583
650,651,2023-07-07,Basic,PayPal,North,35,Male,0,2023-12-11,20,177
651,652,2022-12-19,Basic,Debit,East,59,Female,0,2023-12-08,23,377
652,653,2020-02-17,Basic,Credit Card,East,20,Male,0,2023-12-19,12,1413
653,654,2020-06-06,Free,Credit Card,West,67,Prefer not to answer,0,2023-12-03,28,1303
654,655,2021-06-13,Free,Debit,West,28,Female,0,2023-12-01,30,931
655,656,2020-09-21,Basic,Debit,East,41,Prefer not to answer,0,2023-12-11,20,1196
656,657,2021-09-29,Premium,PayPal,South,57,Prefer not to answer,0,2023-12-30,1,823
657,658,2022-12-03,Basic,Credit Card,East,45,Female,0,2023-12-23,8,393
658,659,2023-04-14,Basic,Credit Card,North,53,Prefer not to answer,1,2023-09-23,99,162
659,660,2023-04-15,Basic,Credit Card,North,64,Male,1,2023-04-29,246,14
660,661,2020-01-28,Basic,Debit,North,31,Male,1,2021-10-19,803,630
661,662,2020-10-17,Basic,PayPal,West,49,Female,0,2023-12-20,11,1170
